test_indices,y_test,y_pred,risk_scores,quantiles
29.0,0.0,0.0,1.188626766204834,9
46.0,0.0,0.0,1.180782437324524,9
138.0,0.0,0.0,1.1284294128417969,9
4.0,0.0,0.0,1.1047955751419067,9
122.0,0.0,0.0,1.0974632501602173,9
3.0,0.0,0.0,1.064728021621704,9
22.0,0.0,0.0,1.055997371673584,9
38.0,0.0,0.0,1.054558515548706,9
57.0,0.0,0.0,1.011232614517212,9
91.0,0.0,0.0,1.0084741115570068,9
24.0,0.0,0.0,1.005315899848938,9
49.0,0.0,0.0,1.002187967300415,9
148.0,0.0,0.0,0.9954482316970825,9
131.0,0.0,0.0,0.9892945289611816,9
103.0,0.0,0.0,0.9892224073410034,9
55.0,0.0,0.0,0.9788601398468018,9
77.0,0.0,0.0,0.9540582895278931,9
69.0,0.0,0.0,0.952783465385437,8
15.0,0.0,0.0,0.9523149728775024,8
94.0,0.0,0.0,0.9496227502822876,8
107.0,0.0,0.0,0.944963812828064,8
30.0,0.0,0.0,0.939215898513794,8
11.0,0.0,0.0,0.9348745346069336,8
93.0,0.0,0.0,0.929614782333374,8
134.0,1.0,0.0,0.9293075799942017,8
20.0,0.0,0.0,0.9265545606613159,8
147.0,0.0,0.0,0.9260814189910889,8
109.0,0.0,0.0,0.9250591993331909,8
128.0,0.0,0.0,0.9210649728775024,8
92.0,0.0,0.0,0.9187052249908447,8
71.0,0.0,0.0,0.9171491861343384,8
28.0,0.0,0.0,0.903677225112915,8
25.0,0.0,0.0,0.8983654975891113,8
81.0,0.0,0.0,0.8950351476669312,7
118.0,0.0,0.0,0.8942840695381165,7
141.0,0.0,0.0,0.8903558254241943,7
112.0,0.0,0.0,0.8874168395996094,7
65.0,0.0,0.0,0.8873482942581177,7
37.0,0.0,0.0,0.8847885131835938,7
150.0,0.0,0.0,0.8834140300750732,7
154.0,0.0,0.0,0.8706315755844116,7
156.0,0.0,0.0,0.8614803552627563,7
116.0,0.0,0.0,0.856704592704773,7
117.0,0.0,0.0,0.8527312278747559,7
104.0,0.0,0.0,0.8461925983428955,7
108.0,0.0,0.0,0.8449972867965698,7
88.0,0.0,0.0,0.837355375289917,7
78.0,0.0,0.0,0.8272164463996887,7
14.0,0.0,0.0,0.8125984072685242,7
45.0,0.0,0.0,0.7949563264846802,6
72.0,0.0,0.0,0.7836992740631104,6
129.0,0.0,0.0,0.7707080841064453,6
44.0,0.0,0.0,0.7706748843193054,6
17.0,0.0,0.0,0.7468796372413635,6
79.0,1.0,0.0,0.7445447444915771,6
33.0,0.0,0.0,0.7369860410690308,6
102.0,0.0,0.0,0.7016257047653198,6
115.0,0.0,0.0,0.6873418092727661,6
99.0,1.0,0.0,0.6870071887969971,6
144.0,0.0,0.0,0.6832019686698914,6
133.0,0.0,0.0,0.6820499897003174,6
130.0,1.0,0.0,0.6378527879714966,6
63.0,0.0,0.0,0.6244765520095825,6
34.0,0.0,0.0,0.6080209016799927,6
50.0,0.0,0.0,0.5949207544326782,6
137.0,0.0,0.0,0.5676370859146118,5
152.0,0.0,0.0,0.560978889465332,5
56.0,1.0,0.0,0.5426477789878845,5
53.0,0.0,0.0,0.520418643951416,5
127.0,0.0,0.0,0.5197881460189819,5
67.0,0.0,0.0,0.5117042064666748,5
10.0,0.0,1.0,0.4980916380882263,5
83.0,1.0,1.0,0.4887915849685669,5
155.0,1.0,1.0,0.4806191921234131,5
19.0,0.0,1.0,0.4717666506767273,5
142.0,0.0,1.0,0.4717411994934082,5
119.0,1.0,1.0,0.45121312141418457,5
23.0,0.0,1.0,0.42213618755340576,5
124.0,0.0,1.0,0.4013211727142334,5
35.0,1.0,1.0,0.3977862596511841,5
85.0,1.0,1.0,0.3869025707244873,5
98.0,0.0,1.0,0.36841511726379395,4
74.0,0.0,1.0,0.35037291049957275,4
9.0,1.0,1.0,0.3397291898727417,4
153.0,0.0,1.0,0.3318742513656616,4
21.0,1.0,1.0,0.3114848732948303,4
16.0,0.0,1.0,0.2737446427345276,4
2.0,1.0,1.0,0.2701190710067749,4
13.0,1.0,1.0,0.26431095600128174,4
42.0,1.0,1.0,0.2573915719985962,4
12.0,1.0,1.0,0.23527991771697998,4
140.0,1.0,1.0,0.22368919849395752,4
66.0,0.0,1.0,0.21455353498458862,4
159.0,1.0,1.0,0.20377129316329956,4
75.0,1.0,1.0,0.20316541194915771,4
8.0,1.0,1.0,0.1904279589653015,4
68.0,1.0,1.0,0.19015789031982422,4
6.0,1.0,1.0,0.18693745136260986,3
158.0,1.0,1.0,0.1731356978416443,3
62.0,0.0,1.0,0.17068636417388916,3
84.0,1.0,1.0,0.16990172863006592,3
90.0,1.0,1.0,0.16143429279327393,3
160.0,1.0,1.0,0.1583641767501831,3
5.0,1.0,1.0,0.15796923637390137,3
59.0,1.0,1.0,0.15669608116149902,3
73.0,1.0,1.0,0.15577858686447144,3
114.0,1.0,1.0,0.15567141771316528,3
82.0,1.0,1.0,0.15174615383148193,3
123.0,1.0,1.0,0.1474427580833435,3
126.0,1.0,1.0,0.12486863136291504,3
121.0,1.0,1.0,0.12161839008331299,3
31.0,1.0,1.0,0.12139970064163208,3
120.0,1.0,1.0,0.11404061317443848,3
125.0,1.0,1.0,0.09862512350082397,2
143.0,1.0,1.0,0.078188955783844,2
7.0,1.0,1.0,0.07423287630081177,2
132.0,1.0,1.0,0.07396769523620605,2
27.0,1.0,1.0,0.07099521160125732,2
113.0,1.0,1.0,0.07016384601593018,2
95.0,1.0,1.0,0.06893110275268555,2
111.0,1.0,1.0,0.0684976577758789,2
64.0,1.0,1.0,0.06641650199890137,2
89.0,1.0,1.0,0.06625425815582275,2
0.0,1.0,1.0,0.0585629940032959,2
101.0,1.0,1.0,0.05591261386871338,2
151.0,1.0,1.0,0.04563486576080322,2
146.0,1.0,1.0,0.04563486576080322,2
145.0,1.0,1.0,0.04223942756652832,2
157.0,1.0,1.0,0.04133641719818115,2
32.0,0.0,1.0,0.037929654121398926,1
40.0,1.0,1.0,0.037558913230895996,1
149.0,1.0,1.0,0.037558913230895996,1
106.0,1.0,1.0,0.03670567274093628,1
97.0,1.0,1.0,0.03347146511077881,1
136.0,1.0,1.0,0.032715797424316406,1
26.0,1.0,1.0,0.030872702598571777,1
1.0,1.0,1.0,0.02797842025756836,1
60.0,1.0,1.0,0.022069454193115234,1
110.0,1.0,1.0,0.020595788955688477,1
80.0,1.0,1.0,0.0190732479095459,1
100.0,1.0,1.0,0.015226960182189941,1
105.0,1.0,1.0,0.008894383907318115,1
61.0,1.0,1.0,0.005540430545806885,1
43.0,1.0,1.0,-0.00035250186920166016,1
139.0,1.0,1.0,-0.0037429332733154297,1
39.0,1.0,1.0,-0.004706621170043945,0
54.0,1.0,1.0,-0.008504390716552734,0
76.0,1.0,1.0,-0.012294769287109375,0
41.0,1.0,1.0,-0.021587491035461426,0
52.0,1.0,1.0,-0.02192842960357666,0
47.0,1.0,1.0,-0.04618263244628906,0
70.0,1.0,1.0,-0.0497894287109375,0
36.0,1.0,1.0,-0.05404174327850342,0
51.0,1.0,1.0,-0.055544137954711914,0
86.0,1.0,1.0,-0.06344783306121826,0
48.0,1.0,1.0,-0.06489968299865723,0
135.0,1.0,1.0,-0.07162928581237793,0
87.0,0.0,1.0,-0.07438910007476807,0
58.0,0.0,1.0,-0.07677698135375977,0
96.0,1.0,1.0,-0.09078371524810791,0
18.0,1.0,1.0,-0.09917163848876953,0
