test_indices,y_test,y_pred,risk_scores,quantiles
0.0,1.0,1.0,0.7310585786300049,9
119.0,1.0,1.0,0.7310585786300049,9
113.0,1.0,1.0,0.7310585786300049,9
111.0,1.0,1.0,0.7310585786300049,9
110.0,1.0,1.0,0.7310585786300049,9
107.0,0.0,1.0,0.7310585786300049,9
106.0,1.0,1.0,0.7310585786300049,9
105.0,1.0,1.0,0.7310585786300049,9
102.0,0.0,1.0,0.7310585786300049,9
100.0,1.0,1.0,0.7310585786300049,9
99.0,1.0,1.0,0.7310585786300049,9
98.0,0.0,1.0,0.7310585786300049,9
97.0,1.0,1.0,0.7310585786300049,9
96.0,1.0,1.0,0.7310585786300049,9
95.0,1.0,1.0,0.7310585786300049,9
91.0,0.0,1.0,0.7310585786300049,9
90.0,1.0,1.0,0.7310585786300049,9
89.0,1.0,1.0,0.7310585786300049,8
88.0,0.0,1.0,0.7310585786300049,8
87.0,0.0,1.0,0.7310585786300049,8
86.0,1.0,1.0,0.7310585786300049,8
85.0,1.0,1.0,0.7310585786300049,8
84.0,1.0,1.0,0.7310585786300049,8
83.0,1.0,1.0,0.7310585786300049,8
82.0,1.0,1.0,0.7310585786300049,8
1.0,1.0,1.0,0.7310585786300049,8
76.0,1.0,1.0,0.7310585786300049,8
75.0,1.0,1.0,0.7310585786300049,8
73.0,1.0,1.0,0.7310585786300049,8
72.0,0.0,1.0,0.7310585786300049,8
70.0,1.0,1.0,0.7310585786300049,8
114.0,1.0,1.0,0.7310585786300049,8
120.0,1.0,1.0,0.7310585786300049,8
67.0,0.0,1.0,0.7310585786300049,7
121.0,1.0,1.0,0.7310585786300049,7
159.0,1.0,1.0,0.7310585786300049,7
158.0,1.0,1.0,0.7310585786300049,7
157.0,1.0,1.0,0.7310585786300049,7
155.0,1.0,1.0,0.7310585786300049,7
153.0,0.0,1.0,0.7310585786300049,7
152.0,0.0,1.0,0.7310585786300049,7
151.0,1.0,1.0,0.7310585786300049,7
150.0,0.0,1.0,0.7310585786300049,7
149.0,1.0,1.0,0.7310585786300049,7
148.0,0.0,1.0,0.7310585786300049,7
146.0,1.0,1.0,0.7310585786300049,7
145.0,1.0,1.0,0.7310585786300049,7
143.0,1.0,1.0,0.7310585786300049,7
142.0,0.0,1.0,0.7310585786300049,7
140.0,1.0,1.0,0.7310585786300049,6
139.0,1.0,1.0,0.7310585786300049,6
137.0,0.0,1.0,0.7310585786300049,6
136.0,1.0,1.0,0.7310585786300049,6
135.0,1.0,1.0,0.7310585786300049,6
134.0,1.0,1.0,0.7310585786300049,6
133.0,0.0,1.0,0.7310585786300049,6
132.0,1.0,1.0,0.7310585786300049,6
130.0,1.0,1.0,0.7310585786300049,6
129.0,0.0,1.0,0.7310585786300049,6
127.0,0.0,1.0,0.7310585786300049,6
126.0,1.0,1.0,0.7310585786300049,6
125.0,1.0,1.0,0.7310585786300049,6
124.0,0.0,1.0,0.7310585786300049,6
123.0,1.0,1.0,0.7310585786300049,6
68.0,1.0,1.0,0.7310585786300049,6
80.0,1.0,1.0,0.7310585786300049,5
35.0,1.0,1.0,0.7310585786300049,5
23.0,0.0,1.0,0.7310585786300049,5
43.0,1.0,1.0,0.7310585786300049,5
42.0,1.0,1.0,0.7310585786300049,5
41.0,1.0,1.0,0.7310585786300049,5
40.0,1.0,1.0,0.7310585786300049,5
39.0,1.0,1.0,0.7310585786300049,5
37.0,0.0,1.0,0.7310585786300049,5
36.0,1.0,1.0,0.7310585786300049,5
34.0,0.0,1.0,0.7310585786300049,5
32.0,0.0,1.0,0.7310585786300049,5
31.0,1.0,1.0,0.7310585786300049,5
27.0,1.0,1.0,0.7310585786300049,5
26.0,1.0,1.0,0.7310585786300049,5
21.0,1.0,1.0,0.7310585786300049,5
47.0,1.0,1.0,0.7310585786300049,4
19.0,0.0,1.0,0.7310585786300049,4
18.0,1.0,1.0,0.7310585786300049,4
14.0,0.0,1.0,0.7310585786300049,4
13.0,1.0,1.0,0.7310585786300049,4
12.0,1.0,1.0,0.7310585786300049,4
10.0,0.0,1.0,0.7310585786300049,4
9.0,1.0,1.0,0.7310585786300049,4
8.0,1.0,1.0,0.7310585786300049,4
7.0,1.0,1.0,0.7310585786300049,4
6.0,1.0,1.0,0.7310585786300049,4
5.0,1.0,1.0,0.7310585786300049,4
2.0,1.0,1.0,0.7310585786300049,4
45.0,0.0,1.0,0.7310585786300049,4
160.0,1.0,1.0,0.7310585786300049,4
53.0,0.0,1.0,0.7310585786300049,4
56.0,1.0,1.0,0.7310585786300049,3
60.0,1.0,1.0,0.7310585786300049,3
54.0,1.0,1.0,0.7310585786300049,3
52.0,1.0,1.0,0.7310585786300049,3
51.0,1.0,1.0,0.7310585786300049,3
61.0,1.0,1.0,0.7310585786300049,3
50.0,0.0,1.0,0.7310585786300049,3
59.0,1.0,1.0,0.7310585786300049,3
48.0,1.0,1.0,0.7310585786300049,3
58.0,0.0,1.0,0.7310585786300049,3
64.0,1.0,1.0,0.7310585786300049,3
138.0,0.0,0.0,0.2689414213699951,3
78.0,0.0,0.0,0.2689414213699951,3
144.0,0.0,0.0,0.2689414213699951,3
16.0,0.0,0.0,0.2689414213699951,3
79.0,1.0,0.0,0.2689414213699951,3
20.0,0.0,0.0,0.2689414213699951,2
141.0,0.0,0.0,0.2689414213699951,2
15.0,0.0,0.0,0.2689414213699951,2
77.0,0.0,0.0,0.2689414213699951,2
17.0,0.0,0.0,0.2689414213699951,2
46.0,0.0,0.0,0.2689414213699951,2
147.0,0.0,0.0,0.2689414213699951,2
81.0,0.0,0.0,0.2689414213699951,2
11.0,0.0,0.0,0.2689414213699951,2
74.0,0.0,0.0,0.2689414213699951,2
62.0,0.0,0.0,0.2689414213699951,2
71.0,0.0,0.0,0.2689414213699951,2
63.0,0.0,0.0,0.2689414213699951,2
154.0,0.0,0.0,0.2689414213699951,2
69.0,0.0,0.0,0.2689414213699951,2
156.0,0.0,0.0,0.2689414213699951,2
4.0,0.0,0.0,0.2689414213699951,1
3.0,0.0,0.0,0.2689414213699951,1
22.0,0.0,0.0,0.2689414213699951,1
128.0,0.0,0.0,0.2689414213699951,1
131.0,0.0,0.0,0.2689414213699951,1
24.0,0.0,0.0,0.2689414213699951,1
44.0,0.0,0.0,0.2689414213699951,1
93.0,0.0,0.0,0.2689414213699951,1
92.0,0.0,0.0,0.2689414213699951,1
101.0,1.0,0.0,0.2689414213699951,1
103.0,0.0,0.0,0.2689414213699951,1
104.0,0.0,0.0,0.2689414213699951,1
49.0,0.0,0.0,0.2689414213699951,1
38.0,0.0,0.0,0.2689414213699951,1
108.0,0.0,0.0,0.2689414213699951,1
109.0,0.0,0.0,0.2689414213699951,1
112.0,0.0,0.0,0.2689414213699951,0
65.0,0.0,0.0,0.2689414213699951,0
115.0,0.0,0.0,0.2689414213699951,0
116.0,0.0,0.0,0.2689414213699951,0
117.0,0.0,0.0,0.2689414213699951,0
118.0,0.0,0.0,0.2689414213699951,0
33.0,0.0,0.0,0.2689414213699951,0
55.0,0.0,0.0,0.2689414213699951,0
122.0,0.0,0.0,0.2689414213699951,0
30.0,0.0,0.0,0.2689414213699951,0
29.0,0.0,0.0,0.2689414213699951,0
28.0,0.0,0.0,0.2689414213699951,0
57.0,0.0,0.0,0.2689414213699951,0
94.0,0.0,0.0,0.2689414213699951,0
25.0,0.0,0.0,0.2689414213699951,0
66.0,0.0,0.0,0.2689414213699951,0
