test_indices,y_test,y_pred,risk_scores,quantiles
0.0,1.0,1.0,0.9508539108778727,9
39.0,1.0,1.0,0.9463226740833487,9
114.0,1.0,1.0,0.9446992870543003,9
76.0,1.0,1.0,0.9403994419545387,9
40.0,1.0,1.0,0.9367592703271089,9
9.0,1.0,1.0,0.9335804803792798,9
48.0,1.0,1.0,0.9327888283379687,9
111.0,1.0,1.0,0.9311343822014433,9
149.0,1.0,1.0,0.9302922086165731,9
19.0,0.0,1.0,0.9215370335496571,9
43.0,1.0,1.0,0.9155894951217289,9
47.0,1.0,1.0,0.9145919548376819,9
145.0,1.0,1.0,0.9116402126941019,9
80.0,1.0,1.0,0.9098381696301774,9
68.0,1.0,1.0,0.9095901476265031,9
123.0,1.0,1.0,0.9082626523725185,9
158.0,1.0,1.0,0.9052138381190259,9
86.0,1.0,1.0,0.9030272275725535,8
135.0,1.0,1.0,0.8980869176533672,8
82.0,1.0,1.0,0.8929923554473266,8
23.0,0.0,1.0,0.89002273137616,8
83.0,1.0,1.0,0.8881129596762244,8
153.0,0.0,1.0,0.8880830678999372,8
12.0,1.0,1.0,0.884996861217268,8
87.0,0.0,1.0,0.8838583193391528,8
97.0,1.0,1.0,0.883260388504507,8
75.0,1.0,1.0,0.8822338712913568,8
90.0,1.0,1.0,0.8749355158039909,8
10.0,0.0,1.0,0.8745343678463287,8
58.0,0.0,1.0,0.8717898504909628,8
98.0,0.0,1.0,0.8701942699162278,8
7.0,1.0,1.0,0.8662710315147465,8
136.0,1.0,1.0,0.8656135469644742,8
106.0,1.0,1.0,0.8655765379814262,7
126.0,1.0,1.0,0.8655480824537691,7
53.0,0.0,1.0,0.8655218146946346,7
137.0,0.0,1.0,0.8646461678860544,7
13.0,1.0,1.0,0.8634125185290015,7
67.0,0.0,1.0,0.8515221336558829,7
36.0,1.0,1.0,0.8479506127965318,7
157.0,1.0,1.0,0.8466210687207038,7
18.0,1.0,1.0,0.8409338148075962,7
26.0,1.0,1.0,0.8397527723937787,7
52.0,1.0,1.0,0.8377133843205476,7
105.0,1.0,1.0,0.8376029438968884,7
120.0,1.0,1.0,0.8300163294854553,7
124.0,0.0,1.0,0.8207656856541967,7
50.0,0.0,1.0,0.8141126491984667,7
96.0,1.0,1.0,0.8137907468629527,7
8.0,1.0,1.0,0.8133677162642813,6
152.0,0.0,1.0,0.8079764522901712,6
60.0,1.0,1.0,0.807042216471417,6
142.0,0.0,1.0,0.8039973033343999,6
70.0,1.0,1.0,0.8010332352438582,6
1.0,1.0,1.0,0.7890802898436442,6
54.0,1.0,1.0,0.7884748690315573,6
127.0,0.0,1.0,0.788164724901809,6
95.0,1.0,1.0,0.7874243448541437,6
41.0,1.0,1.0,0.7868230600022209,6
139.0,1.0,1.0,0.7809197509065942,6
132.0,1.0,1.0,0.7783342968888572,6
42.0,1.0,1.0,0.7748378027881266,6
146.0,1.0,1.0,0.7745521423077862,6
160.0,1.0,1.0,0.7731133732504338,6
140.0,1.0,1.0,0.7723653994618812,6
27.0,1.0,1.0,0.7683425810586292,5
59.0,1.0,1.0,0.7628462038478986,5
89.0,1.0,1.0,0.7623670620642974,5
85.0,1.0,1.0,0.760857020553258,5
51.0,1.0,1.0,0.7568412897083246,5
64.0,1.0,1.0,0.7463264242143172,5
119.0,1.0,1.0,0.7460808265966992,5
150.0,0.0,1.0,0.738244581747788,5
100.0,1.0,1.0,0.7298048223041779,5
5.0,1.0,1.0,0.7297340018235041,5
21.0,1.0,1.0,0.7226354620626624,5
35.0,1.0,1.0,0.7219380295400863,5
159.0,1.0,1.0,0.7202649851842081,5
61.0,1.0,1.0,0.7167837081967975,5
73.0,1.0,1.0,0.7015767459122514,5
56.0,1.0,1.0,0.6931093323500445,5
125.0,1.0,1.0,0.6912331540656637,4
113.0,1.0,1.0,0.6841526012760709,4
155.0,1.0,1.0,0.6698323237586526,4
14.0,0.0,1.0,0.6684629490147398,4
2.0,1.0,1.0,0.667087309156793,4
151.0,1.0,1.0,0.659073040007573,4
31.0,1.0,1.0,0.635241044056863,4
130.0,1.0,1.0,0.6311319003610787,4
102.0,0.0,1.0,0.6276773258116825,4
6.0,1.0,1.0,0.6228056847645228,4
143.0,1.0,1.0,0.6088780252109388,4
32.0,0.0,1.0,0.6082702274135837,4
91.0,0.0,1.0,0.6048490124987305,4
72.0,0.0,1.0,0.5898178859716005,4
110.0,1.0,1.0,0.5873244955125181,4
34.0,0.0,1.0,0.5825838971271111,4
121.0,1.0,1.0,0.5697677533917854,3
134.0,1.0,1.0,0.5342619663091197,3
84.0,1.0,1.0,0.5170654973189247,3
133.0,0.0,1.0,0.516864377689009,3
88.0,0.0,1.0,0.5034400980922076,3
37.0,0.0,0.0,0.47660610736764053,3
129.0,0.0,0.0,0.4760088210375626,3
79.0,1.0,0.0,0.47587186613537563,3
107.0,0.0,0.0,0.4450182335742588,3
99.0,1.0,0.0,0.42157371245618924,3
38.0,0.0,0.0,0.41409290524825865,3
101.0,1.0,0.0,0.4129777210781438,3
29.0,0.0,0.0,0.4066062180097616,3
148.0,0.0,0.0,0.32642901529794993,3
45.0,0.0,0.0,0.3219142148407651,3
116.0,0.0,0.0,0.3077418167752934,3
74.0,0.0,0.0,0.3048353020206643,2
22.0,0.0,0.0,0.30216109218582726,2
62.0,0.0,0.0,0.2818358283757036,2
63.0,0.0,0.0,0.26472138639761283,2
147.0,0.0,0.0,0.26384278052155213,2
66.0,0.0,0.0,0.259875526125911,2
16.0,0.0,0.0,0.2462544065324654,2
33.0,0.0,0.0,0.20235755125124585,2
71.0,0.0,0.0,0.17939208517681585,2
20.0,0.0,0.0,0.15943555394840206,2
28.0,0.0,0.0,0.15738035819143492,2
117.0,0.0,0.0,0.15700985325535208,2
65.0,0.0,0.0,0.15670339537123718,2
128.0,0.0,0.0,0.15478585190549554,2
78.0,0.0,0.0,0.15416463883151227,2
156.0,0.0,0.0,0.1497169643341994,2
109.0,0.0,0.0,0.13483756037723518,1
138.0,0.0,0.0,0.12051683816455575,1
24.0,0.0,0.0,0.11810026097454997,1
49.0,0.0,0.0,0.10288425757262597,1
