test_indices,y_test,y_pred,risk_scores,quantiles
0.0,1.0,1.0,0.5547422670573561,9
61.0,1.0,1.0,0.5547422670573561,9
106.0,1.0,1.0,0.5547422670573561,9
105.0,1.0,1.0,0.5547422670573561,9
101.0,1.0,1.0,0.5547422670573561,9
100.0,1.0,1.0,0.5547422670573561,9
98.0,0.0,1.0,0.5547422670573561,9
97.0,1.0,1.0,0.5547422670573561,9
96.0,1.0,1.0,0.5547422670573561,9
95.0,1.0,1.0,0.5547422670573561,9
90.0,1.0,1.0,0.5547422670573561,9
89.0,1.0,1.0,0.5547422670573561,9
87.0,0.0,1.0,0.5547422670573561,9
86.0,1.0,1.0,0.5547422670573561,9
85.0,1.0,1.0,0.5547422670573561,9
84.0,1.0,1.0,0.5547422670573561,9
83.0,1.0,1.0,0.5547422670573561,9
82.0,1.0,1.0,0.5547422670573561,8
1.0,1.0,1.0,0.5547422670573561,8
79.0,1.0,1.0,0.5547422670573561,8
76.0,1.0,1.0,0.5547422670573561,8
75.0,1.0,1.0,0.5547422670573561,8
74.0,0.0,1.0,0.5547422670573561,8
73.0,1.0,1.0,0.5547422670573561,8
70.0,1.0,1.0,0.5547422670573561,8
68.0,1.0,1.0,0.5547422670573561,8
67.0,0.0,1.0,0.5547422670573561,8
66.0,0.0,1.0,0.5547422670573561,8
64.0,1.0,1.0,0.5547422670573561,8
110.0,1.0,1.0,0.5547422670573561,8
111.0,1.0,1.0,0.5547422670573561,8
113.0,1.0,1.0,0.5547422670573561,8
140.0,1.0,1.0,0.5547422670573561,8
159.0,1.0,1.0,0.5547422670573561,7
158.0,1.0,1.0,0.5547422670573561,7
157.0,1.0,1.0,0.5547422670573561,7
153.0,0.0,1.0,0.5547422670573561,7
152.0,0.0,1.0,0.5547422670573561,7
151.0,1.0,1.0,0.5547422670573561,7
150.0,0.0,1.0,0.5547422670573561,7
149.0,1.0,1.0,0.5547422670573561,7
146.0,1.0,1.0,0.5547422670573561,7
145.0,1.0,1.0,0.5547422670573561,7
143.0,1.0,1.0,0.5547422670573561,7
142.0,0.0,1.0,0.5547422670573561,7
139.0,1.0,1.0,0.5547422670573561,7
114.0,1.0,1.0,0.5547422670573561,7
137.0,0.0,1.0,0.5547422670573561,7
136.0,1.0,1.0,0.5547422670573561,7
135.0,1.0,1.0,0.5547422670573561,6
132.0,1.0,1.0,0.5547422670573561,6
130.0,1.0,1.0,0.5547422670573561,6
127.0,0.0,1.0,0.5547422670573561,6
126.0,1.0,1.0,0.5547422670573561,6
124.0,0.0,1.0,0.5547422670573561,6
123.0,1.0,1.0,0.5547422670573561,6
121.0,1.0,1.0,0.5547422670573561,6
120.0,1.0,1.0,0.5547422670573561,6
119.0,1.0,1.0,0.5547422670573561,6
62.0,0.0,1.0,0.5547422670573561,6
80.0,1.0,1.0,0.5547422670573561,6
60.0,1.0,1.0,0.5547422670573561,6
42.0,1.0,1.0,0.5547422670573561,6
40.0,1.0,1.0,0.5547422670573561,6
39.0,1.0,1.0,0.5547422670573561,6
36.0,1.0,1.0,0.5547422670573561,5
35.0,1.0,1.0,0.5547422670573561,5
32.0,0.0,1.0,0.5547422670573561,5
31.0,1.0,1.0,0.5547422670573561,5
59.0,1.0,1.0,0.5547422670573561,5
27.0,1.0,1.0,0.5547422670573561,5
26.0,1.0,1.0,0.5547422670573561,5
23.0,0.0,1.0,0.5547422670573561,5
21.0,1.0,1.0,0.5547422670573561,5
19.0,0.0,1.0,0.5547422670573561,5
18.0,1.0,1.0,0.5547422670573561,5
14.0,0.0,1.0,0.5547422670573561,5
13.0,1.0,1.0,0.5547422670573561,5
12.0,1.0,1.0,0.5547422670573561,5
10.0,0.0,1.0,0.5547422670573561,5
9.0,1.0,1.0,0.5547422670573561,5
8.0,1.0,1.0,0.5547422670573561,4
7.0,1.0,1.0,0.5547422670573561,4
6.0,1.0,1.0,0.5547422670573561,4
5.0,1.0,1.0,0.5547422670573561,4
2.0,1.0,1.0,0.5547422670573561,4
41.0,1.0,1.0,0.5547422670573561,4
160.0,1.0,1.0,0.5547422670573561,4
50.0,0.0,1.0,0.5547422670573561,4
52.0,1.0,1.0,0.5547422670573561,4
48.0,1.0,1.0,0.5547422670573561,4
53.0,0.0,1.0,0.5547422670573561,4
56.0,1.0,1.0,0.5547422670573561,4
58.0,0.0,1.0,0.5547422670573561,4
47.0,1.0,1.0,0.5547422670573561,4
54.0,1.0,1.0,0.5547422670573561,4
43.0,1.0,1.0,0.5547422670573561,4
51.0,1.0,1.0,0.5547422670573561,3
125.0,1.0,1.0,0.5480232147847648,3
38.0,0.0,1.0,0.5412360928413928,3
16.0,0.0,1.0,0.5412360928413928,3
102.0,0.0,1.0,0.5412360928413928,3
91.0,0.0,1.0,0.5412360928413928,3
72.0,0.0,1.0,0.5344609909593917,3
155.0,1.0,1.0,0.5344609909593917,3
34.0,0.0,1.0,0.5344609909593917,3
134.0,1.0,1.0,0.5278204991421398,3
17.0,0.0,1.0,0.5278204991421398,3
138.0,0.0,1.0,0.5278204991421398,3
15.0,0.0,1.0,0.5278204991421398,3
141.0,0.0,1.0,0.5278204991421398,3
133.0,0.0,1.0,0.5278204991421398,3
131.0,0.0,1.0,0.5278204991421398,3
69.0,0.0,1.0,0.5278204991421398,2
71.0,0.0,1.0,0.5278204991421398,2
144.0,0.0,1.0,0.5278204991421398,2
11.0,0.0,1.0,0.5278204991421398,2
129.0,0.0,1.0,0.5278204991421398,2
147.0,0.0,1.0,0.5278204991421398,2
148.0,0.0,1.0,0.5278204991421398,2
55.0,0.0,1.0,0.5278204991421398,2
57.0,0.0,1.0,0.5278204991421398,2
65.0,0.0,1.0,0.5278204991421398,2
154.0,0.0,1.0,0.5278204991421398,2
156.0,0.0,1.0,0.5278204991421398,2
4.0,0.0,1.0,0.5278204991421398,2
3.0,0.0,1.0,0.5278204991421398,2
63.0,0.0,1.0,0.5278204991421398,2
20.0,0.0,1.0,0.5278204991421398,2
88.0,0.0,1.0,0.5278204991421398,1
128.0,0.0,1.0,0.5278204991421398,1
108.0,0.0,1.0,0.5278204991421398,1
44.0,0.0,1.0,0.5278204991421398,1
92.0,0.0,1.0,0.5278204991421398,1
93.0,0.0,1.0,0.5278204991421398,1
94.0,0.0,1.0,0.5278204991421398,1
45.0,0.0,1.0,0.5278204991421398,1
37.0,0.0,1.0,0.5278204991421398,1
46.0,0.0,1.0,0.5278204991421398,1
99.0,1.0,1.0,0.5278204991421398,1
103.0,0.0,1.0,0.5278204991421398,1
104.0,0.0,1.0,0.5278204991421398,1
33.0,0.0,1.0,0.5278204991421398,1
